food_name,serving_size,calories,protein,fat,carbohydrates,sugar,dietary_fiber,saturated_fat,trans_fat,natrium
,,,,,,,,,,695
,,,,,,,,,,778
,,,,,,,,,,3932
,,,,,,,,,,21
,,,,,,,,,,940
,,,,,,,,,,215
,,,,,,,,,,800
,,,,,,,,,,305
,,,,,,,,,,1800
,,,,,,,,,,1231
,,,,,,,,,,27
,,,,,,,,,,0
,,,,,,,,,,35
,,,,,,,,,,187
,,,,,,,,,,0
,,,,,,,,,,1697
,,,,,,,,,,176
,,,,,,,,,,252
,,,,,,,,,,269
,,,,,,,,,,428
,,,,,,,,,,640
,,,,,,,,,,6720
,,,,,,,,,,6600
,,,,,,,,,,0
,,,,,,,,,,1950
,,,,,,,,,,1950
,,,,,,,,,,540
,,,,,,,,,,920
,,,,,,,,,,870
,,,,,,,,,,651
,,,,,,,,,,717
,,,,,,,,,,718
,,,,,,,,,,1891
,,,,,,,,,,1260
,,,,,,,,,,629
,,,,,,,,,,796
,,,,,,,,,,2438
,,,,,,,,,,1252
,,,,,,,,,,818
,,,,,,,,,,573
,,,,,,,,,,818
,,,,,,,,,,513
,,,,,,,,,,543
,,,,,,,,,,659
,,,,,,,,,,629
,,,,,,,,,,3100
,,,,,,,,,,347
,,,,,,,,,,523
,,,,,,,,,,1042
,,,,,,,,,,2820
,,,,,,,,,,810
,,,,,,,,,,820
,,,,,,,,,,1888
,,,,,,,,,,2260
,,,,,,,,,,2535
,,,,,,,,,,2022
,,,,,,,,,,2495
,,,,,,,,,,230
,,,,,,,,,,604
,,,,,,,,,,912
,,,,,,,,,,769
,,,,,,,,,,1920
,,,,,,,,,,715
,,,,,,,,,,1620
,,,,,,,,,,4080
,,,,,,,,,,5400
,,,,,,,,,,5650
,,,,,,,,,,802
,,,,,,,,,,7993
,,,,,,,,,,1570
,,,,,,,,,,2253
,,,,,,,,,,396
,,,,,,,,,,646
,,,,,,,,,,1520
,,,,,,,,,,563
,,,,,,,,,,650
,,,,,,,,,,1200
,,,,,,,,,,833
,,,,,,,,,,1586
,,,,,,,,,,4060
,,,,,,,,,,59
,,,,,,,,,,2522
,,,,,,,,,,2280
,,,,,,,,,,1466
,,,,,,,,,,1466
,,,,,,,,,,47
,,,,,,,,,,1610
,,,,,,,,,,6230
,,,,,,,,,,1415
,,,,,,,,,,3346
,,,,,,,,,,3046
,,,,,,,,,,1240
,,,,,,,,,,1442
,,,,,,,,,,1464
,,,,,,,,,,300
,,,,,,,,,,0
,,,,,,,,,,417
,,,,,,,,,,1059
,,,,,,,,,,920
,,,,,,,,,,700
,,,,,,,,,,1260
,,,,,,,,,,970
,,,,,,,,,,2570
,,,,,,,,,,1850
,,,,,,,,,,1800
,,,,,,,,,,2383
,,,,,,,,,,542
,,,,,,,,,,363
,,,,,,,,,,16
,,,,,,,,,,2010
,,,,,,,,,,1670
,,,,,,,,,,2400
,,,,,,,,,,358
,,,,,,,,,,313
,,,,,,,,,,791
,,,,,,,,,,620
,,,,,,,,,,740
,,,,,,,,,,880
,,,,,,,,,,1150
,,,,,,,,,,1100
,,,,,,,,,,1860
,,,,,,,,,,460
,,,,,,,,,,2233
,,,,,,,,,,104
,,,,,,,,,,1279
,,,,,,,,,,1943
,,,,,,,,,,408
,,,,,,,,,,321
,,,,,,,,,,611
,,,,,,,,,,629
,,,,,,,,,,427
,,,,,,,,,,2548
,,,,,,,,,,20
,,,,,,,,,,1466
,,,,,,,,,,2270
,,,,,,,,,,1767
,,,,,,,,,,2220
,,,,,,,,,,4301
,,,,,,,,,,1891
,,,,,,,,,,100
,,,,,,,,,,5900
,,,,,,,,,,636
,,,,,,,,,,467
,,,,,,,,,,3568
,,,,,,,,,,7
,,,,,,,,,,1689
,,,,,,,,,,3669
,,,,,,,,,,650
,,,,,,,,,,4200
,,,,,,,,,,1512
,,,,,,,,,,488
,,,,,,,,,,2075
,,,,,,,,,,930
,,,,,,,,,,4412
,,,,,,,,,,2309
,,,,,,,,,,3510
,,,,,,,,,,622
,,,,,,,,,,20
,,,,,,,,,,459
,,,,,,,,,,5
,,,,,,,,,,5
,,,,,,,,,,5
,,,,,,,,,,1850
,,,,,,,,,,425
,,,,,,,,,,1110
,,,,,,,,,,488
,,,,,,,,,,9
,,,,,,,,,,1666
,,,,,,,,,,599
,,,,,,,,,,1466
,,,,,,,,,,400
,,,,,,,,,,621
,,,,,,,,,,504
,,,,,,,,,,595
,,,,,,,,,,791
,,,,,,,,,,480
,,,,,,,,,,744
,,,,,,,,,,1595
,,,,,,,,,,5038
,,,,,,,,,,0
,,,,,,,,,,1962
,,,,,,,,,,1556
,,,,,,,,,,0
,,,,,,,,,,2640
,,,,,,,,,,425
,,,,,,,,,,591
,,,,,,,,,,343
,,,,,,,,,,600
,,,,,,,,,,440
,,,,,,,,,,650
,,,,,,,,,,1338
,,,,,,,,,,470
,,,,,,,,,,438
,,,,,,,,,,4210
,,,,,,,,,,1660
,,,,,,,,,,4460
,,,,,,,,,,120
,,,,,,,,,,3680
,,,,,,,,,,754
,,,,,,,,,,1300
,,,,,,,,,,940
,,,,,,,,,,2190
,,,,,,,,,,1710
,,,,,,,,,,1080
,,,,,,,,,,566
,,,,,,,,,,395
,,,,,,,,,,773
,,,,,,,,,,3316
,,,,,,,,,,1608
,,,,,,,,,,3200
,,,,,,,,,,523
,,,,,,,,,,530
,,,,,,,,,,670
,,,,,,,,,,24
,,,,,,,,,,400
,,,,,,,,,,5
,,,,,,,,,,4
,,,,,,,,,,83
,,,,,,,,,,83
,,,,,,,,,,83
,,,,,,,,,,83
,,,,,,,,,,401
,,,,,,,,,,1800
,,,,,,,,,,43
,,,,,,,,,,267
,,,,,,,,,,1765
,,,,,,,,,,420
,,,,,,,,,,784
,,,,,,,,,,643
,,,,,,,,,,24
,,,,,,,,,,990
,,,,,,,,,,713
,,,,,,,,,,264
,,,,,,,,,,360
,,,,,,,,,,2392
,,,,,,,,,,400
,,,,,,,,,,619
,,,,,,,,,,914
,,,,,,,,,,730
,,,,,,,,,,570
,,,,,,,,,,600
,,,,,,,,,,641
,,,,,,,,,,513
,,,,,,,,,,20
,,,,,,,,,,5610
,,,,,,,,,,400
,,,,,,,,,,715
,,,,,,,,,,395
,,,,,,,,,,500
,,,,,,,,,,515
,,,,,,,,,,2450
,,,,,,,,,,1499
,,,,,,,,,,860
,,,,,,,,,,971
,,,,,,,,,,800
,,,,,,,,,,509
,,,,,,,,,,9
,,,,,,,,,,624
,,,,,,,,,,2165
,,,,,,,,,,1328
,,,,,,,,,,244
,,,,,,,,,,245
,,,,,,,,,,800
,,,,,,,,,,940
,,,,,,,,,,780
,,,,,,,,,,3644
,,,,,,,,,,885
,,,,,,,,,,4513
,,,,,,,,,,3990
,,,,,,,,,,4513
,,,,,,,,,,755
,,,,,,,,,,1917
,,,,,,,,,,762
,,,,,,,,,,1790
,,,,,,,,,,2650
,,,,,,,,,,1800
,,,,,,,,,,2020
,,,,,,,,,,3430
,,,,,,,,,,1830
,,,,,,,,,,1920
,,,,,,,,,,840
,,,,,,,,,,910
,,,,,,,,,,670
,,,,,,,,,,340
,,,,,,,,,,580
,,,,,,,,,,548
,,,,,,,,,,20
,,,,,,,,,,700
,,,,,,,,,,1260
,,,,,,,,,,650
,,,,,,,,,,67
,,,,,,,,,,9
,,,,,,,,,,7993
,,,,,,,,,,5738
,,,,,,,,,,5686
,,,,,,,,,,562
,,,,,,,,,,390
,,,,,,,,,,440
,,,,,,,,,,5628
,,,,,,,,,,1773
,,,,,,,,,,3847
,,,,,,,,,,974
,,,,,,,,,,1671
,,,,,,,,,,935
,,,,,,,,,,588
,,,,,,,,,,473
,,,,,,,,,,1177
,,,,,,,,,,1281
,,,,,,,,,,56
,,,,,,,,,,2125
,,,,,,,,,,773
,,,,,,,,,,733
,,,,,,,,,,545
,,,,,,,,,,1919
,,,,,,,,,,662
,,,,,,,,,,607
,,,,,,,,,,1600
,,,,,,,,,,2620
,,,,,,,,,,2820
,,,,,,,,,,2030
,,,,,,,,,,550
,,,,,,,,,,3500
,,,,,,,,,,3970
,,,,,,,,,,3970
,,,,,,,,,,4420
,,,,,,,,,,4420
,,,,,,,,,,2190
,,,,,,,,,,5730
,,,,,,,,,,510
,,,,,,,,,,530
,,,,,,,,,,1100
,,,,,,,,,,2020
,,,,,,,,,,560
,,,,,,,,,,622
,,,,,,,,,,120
,,,,,,,,,,3340
,,,,,,,,,,1884
,,,,,,,,,,498
,,,,,,,,,,817
,,,,,,,,,,1540
,,,,,,,,,,130
,,,,,,,,,,275
,,,,,,,,,,275
,,,,,,,,,,1410
,,,,,,,,,,875
,,,,,,,,,,520
,,,,,,,,,,520
,,,,,,,,,,2897
,,,,,,,,,,948
,,,,,,,,,,1490
,,,,,,,,,,1490
,,,,,,,,,,2320
,,,,,,,,,,2320
,,,,,,,,,,1985
,,,,,,,,,,1160
,,,,,,,,,,1160
,,,,,,,,,,2560
,,,,,,,,,,2560
,,,,,,,,,,580
,,,,,,,,,,580
,,,,,,,,,,920
,,,,,,,,,,920
,,,,,,,,,,980
,,,,,,,,,,980
,,,,,,,,,,940
,,,,,,,,,,940
,,,,,,,,,,1000
,,,,,,,,,,1000
,,,,,,,,,,470
,,,,,,,,,,1400
,,,,,,,,,,377
,,,,,,,,,,5635
,,,,,,,,,,1150
,,,,,,,,,,510
,,,,,,,,,,1820
,,,,,,,,,,540
,,,,,,,,,,795
,,,,,,,,,,795
,,,,,,,,,,626
,,,,,,,,,,941
,,,,,,,,,,1170
,,,,,,,,,,5402
,,,,,,,,,,2100
,,,,,,,,,,80
,,,,,,,,,,1
,,,,,,,,,,3628
,,,,,,,,,,1860
,,,,,,,,,,1850
,,,,,,,,,,1172
,,,,,,,,,,1466
,,,,,,,,,,1911
,,,,,,,,,,1160
,,,,,,,,,,915
,,,,,,,,,,798
,,,,,,,,,,718
,,,,,,,,,,1750
,,,,,,,,,,1800
,,,,,,,,,,5933
,,,,,,,,,,1117
,,,,,,,,,,1230
,,,,,,,,,,4140
,,,,,,,,,,583
,,,,,,,,,,127
,,,,,,,,,,174
,,,,,,,,,,637
,,,,,,,,,,287
,,,,,,,,,,373
,,,,,,,,,,377
,,,,,,,,,,550
,,,,,,,,,,1690
,,,,,,,,,,1
,,,,,,,,,,1950
,,,,,,,,,,2480
,,,,,,,,,,1150
,,,,,,,,,,880
,,,,,,,,,,550
,,,,,,,,,,6573
,,,,,,,,,,6573
,,,,,,,,,,20
,,,,,,,,,,20
,,,,,,,,,,45
,,,,,,,,,,45
,,,,,,,,,,100
,,,,,,,,,,100
,,,,,,,,,,1670
,,,,,,,,,,2011
,,,,,,,,,,3040
,,,,,,,,,,2810
,,,,,,,,,,280
,,,,,,,,,,2690
,,,,,,,,,,3691
,,,,,,,,,,680
,,,,,,,,,,367
,,,,,,,,,,788
,,,,,,,,,,1733
,,,,,,,,,,1466
,,,,,,,,,,1000
,,,,,,,,,,11090
,,,,,,,,,,11030
,,,,,,,,,,300
,,,,,,,,,,567
,,,,,,,,,,577
,,,,,,,,,,1486
,,,,,,,,,,1720
,,,,,,,,,,1800
,,,,,,,,,,2136
,,,,,,,,,,406
,,,,,,,,,,4740
,,,,,,,,,,948
,,,,,,,,,,948
,,,,,,,,,,948
,,,,,,,,,,4740
,,,,,,,,,,948
,,,,,,,,,,472
,,,,,,,,,,1570
,,,,,,,,,,1523
,,,,,,,,,,989
,,,,,,,,,,8
,,,,,,,,,,35
,,,,,,,,,,970
,,,,,,,,,,2
,,,,,,,,,,696
,,,,,,,,,,530
,,,,,,,,,,20
,,,,,,,,,,720
,,,,,,,,,,108
,,,,,,,,,,600
,,,,,,,,,,967
,,,,,,,,,,1466
,,,,,,,,,,1142
,,,,,,,,,,2500
,,,,,,,,,,1466
,,,,,,,,,,621
,,,,,,,,,,1531
,,,,,,,,,,1251
,,,,,,,,,,343
,,,,,,,,,,3766
,,,,,,,,,,650
,,,,,,,,,,330
,,,,,,,,,,925
,,,,,,,,,,1000
,,,,,,,,,,948
,,,,,,,,,,1510
,,,,,,,,,,1982
,,,,,,,,,,308
,,,,,,,,,,1750
,,,,,,,,,,54
,,,,,,,,,,1466
,,,,,,,,,,2
,,,,,,,,,,323
,,,,,,,,,,10000
,,,,,,,,,,95
,,,,,,,,,,575
,,,,,,,,,,2295
,,,,,,,,,,474
,,,,,,,,,,6235
,,,,,,,,,,1466
,,,,,,,,,,560
,,,,,,,,,,1210
,,,,,,,,,,1210
,,,,,,,,,,288
,,,,,,,,,,288
,,,,,,,,,,219
,,,,,,,,,,1112
,,,,,,,,,,3283
,,,,,,,,,,1938
,,,,,,,,,,940
,,,,,,,,,,800
,,,,,,,,,,733
,,,,,,,,,,6720
,,,,,,,,,,1944
,,,,,,,,,,2056
,,,,,,,,,,1620
,,,,,,,,,,1240
,,,,,,,,,,1411
,,,,,,,,,,2889
,,,,,,,,,,338
,,,,,,,,,,30
,,,,,,,,,,340
,,,,,,,,,,2908
,,,,,,,,,,5425
,,,,,,,,,,331
,,,,,,,,,,340
,,,,,,,,,,6495
,,,,,,,,,,6495
,,,,,,,,,,2231
,,,,,,,,,,4301
,,,,,,,,,,1318
,,,,,,,,,,1465
,,,,,,,,,,313
,,,,,,,,,,1914
,,,,,,,,,,4163
,,,,,,,,,,927
,,,,,,,,,,707
,,,,,,,,,,2040
,,,,,,,,,,754
,,,,,,,,,,2173
,,,,,,,,,,1800
,,,,,,,,,,25
,,,,,,,,,,1123
,,,,,,,,,,175
,,,,,,,,,,2467
,,,,,,,,,,2
,,,,,,,,,,1085
,,,,,,,,,,1466
,,,,,,,,,,1281
,,,,,,,,,,233
,,,,,,,,,,608
,,,,,,,,,,418
,,,,,,,,,,1292
,,,,,,,,,,435
,,,,,,,,,,241
,,,,,,,,,,1799
,,,,,,,,,,1760
,,,,,,,,,,1467
,,,,,,,,,,150
,,,,,,,,,,397
,,,,,,,,,,1466
,,,,,,,,,,1535
,,,,,,,,,,1800
,,,,,,,,,,380
,,,,,,,,,,190
,,,,,,,,,,948
,,,,,,,,,,948
,,,,,,,,,,600
,,,,,,,,,,2591
,,,,,,,,,,540
,,,,,,,,,,1466
,,,,,,,,,,930
,,,,,,,,,,1070
,,,,,,,,,,3005
,,,,,,,,,,11230
,,,,,,,,,,1210
,,,,,,,,,,2926
,,,,,,,,,,641
,,,,,,,,,,129
,,,,,,,,,,2446
,,,,,,,,,,846
,,,,,,,,,,680
,,,,,,,,,,1410
,,,,,,,,,,1980
,,,,,,,,,,5189
,,,,,,,,,,894
,,,,,,,,,,579
,,,,,,,,,,1550
,,,,,,,,,,1491
,,,,,,,,,,837
,,,,,,,,,,1142
,,,,,,,,,,1629
,,,,,,,,,,1705
,,,,,,,,,,2064
,,,,,,,,,,691
,,,,,,,,,,562
,,,,,,,,,,446
,,,,,,,,,,1590
,,,,,,,,,,3150
,,,,,,,,,,996
,,,,,,,,,,2644
,,,,,,,,,,1569
,,,,,,,,,,835
,,,,,,,,,,845
,,,,,,,,,,5280
,,,,,,,,,,393
,,,,,,,,,,2570
,,,,,,,,,,2570
,,,,,,,,,,486
,,,,,,,,,,620
,,,,,,,,,,1460
,,,,,,,,,,534
,,,,,,,,,,1993
,,,,,,,,,,3270
,,,,,,,,,,516
,,,,,,,,,,1641
,,,,,,,,,,1174
,,,,,,,,,,5275
,,,,,,,,,,3500
,,,,,,,,,,305
,,,,,,,,,,5
,,,,,,,,,,1463
,,,,,,,,,,1466
,,,,,,,,,,139
,,,,,,,,,,5590
,,,,,,,,,,175
,,,,,,,,,,4513
,,,,,,,,,,3491
,,,,,,,,,,0
,,,,,,,,,,301
,,,,,,,,,,2557
,,,,,,,,,,522
,,,,,,,,,,523
,,,,,,,,,,696
,,,,,,,,,,536
,,,,,,,,,,1326
,,,,,,,,,,3038
,,,,,,,,,,2833
,,,,,,,,,,880
,,,,,,,,,,4019
,,,,,,,,,,1
,,,,,,,,,,3846
,,,,,,,,,,518
,,,,,,,,,,421
,,,,,,,,,,616
,,,,,,,,,,1433
,,,,,,,,,,1143
,,,,,,,,,,5
,,,,,,,,,,0
,,,,,,,,,,584
,,,,,,,,,,720
,,,,,,,,,,2370
,,,,,,,,,,2294
,,,,,,,,,,500
,,,,,,,,,,1356
,,,,,,,,,,943
,,,,,,,,,,445
,,,,,,,,,,1466
,,,,,,,,,,3230
,,,,,,,,,,425
,,,,,,,,,,629
,,,,,,,,,,524
,,,,,,,,,,36
,,,,,,,,,,611
,,,,,,,,,,555
,,,,,,,,,,427
,,,,,,,,,,575
,,,,,,,,,,870
,,,,,,,,,,870
,,,,,,,,,,678
,,,,,,,,,,2070
,,,,,,,,,,1670
,,,,,,,,,,1780
,,,,,,,,,,3500
,,,,,,,,,,684
,,,,,,,,,,1466
,,,,,,,,,,1466
,,,,,,,,,,1510
,,,,,,,,,,1928
,,,,,,,,,,1146
,,,,,,,,,,1474
,,,,,,,,,,804
,,,,,,,,,,2110
,,,,,,,,,,645
,,,,,,,,,,601
,,,,,,,,,,860
,,,,,,,,,,1300
,,,,,,,,,,1333
,,,,,,,,,,20
,,,,,,,,,,677
,,,,,,,,,,2992
,,,,,,,,,,2280
,,,,,,,,,,2170
,,,,,,,,,,2010
,,,,,,,,,,1466
,,,,,,,,,,1730
,,,,,,,,,,560
,,,,,,,,,,187
,,,,,,,,,,1541
,,,,,,,,,,1466
,,,,,,,,,,2692
,,,,,,,,,,1930
,,,,,,,,,,2575
,,,,,,,,,,3243
,,,,,,,,,,1466
,,,,,,,,,,1466
,,,,,,,,,,650
,,,,,,,,,,1260
,,,,,,,,,,5130
,,,,,,,,,,1331
,,,,,,,,,,490
,,,,,,,,,,433
,,,,,,,,,,678
,,,,,,,,,,495
,,,,,,,,,,509
,,,,,,,,,,1980
,,,,,,,,,,600
,,,,,,,,,,1460
,,,,,,,,,,2053
,,,,,,,,,,1104
,,,,,,,,,,1090
,,,,,,,,,,271
,,,,,,,,,,328
,,,,,,,,,,3496
,,,,,,,,,,1466
,,,,,,,,,,440
,,,,,,,,,,7920
,,,,,,,,,,733
,,,,,,,,,,1466
,,,,,,,,,,3700
,,,,,,,,,,1466
,,,,,,,,,,650
,,,,,,,,,,663
,,,,,,,,,,875
,,,,,,,,,,2300
,,,,,,,,,,764
,,,,,,,,,,941
,,,,,,,,,,1989
,,,,,,,,,,1988
,,,,,,,,,,470
,,,,,,,,,,1929
,,,,,,,,,,11
,,,,,,,,,,466
,,,,,,,,,,1780
,,,,,,,,,,20
,,,,,,,,,,696
,,,,,,,,,,877
,,,,,,,,,,719
,,,,,,,,,,1800
,,,,,,,,,,242
,,,,,,,,,,327
,,,,,,,,,,11740
,,,,,,,,,,313
,,,,,,,,,,330
,,,,,,,,,,1710
,,,,,,,,,,780
,,,,,,,,,,600
,,,,,,,,,,970
,,,,,,,,,,420
,,,,,,,,,,16
,,,,,,,,,,162
,,,,,,,,,,1833
,,,,,,,,,,1338
,,,,,,,,,,600
,,,,,,,,,,1878
,,,,,,,,,,15000
,,,,,,,,,,983
,,,,,,,,,,340
,,,,,,,,,,481
,,,,,,,,,,123
,,,,,,,,,,324
,,,,,,,,,,343
,,,,,,,,,,3450
,,,,,,,,,,1645
,,,,,,,,,,569
,,,,,,,,,,1590
,,,,,,,,,,422
,,,,,,,,,,4059
,,,,,,,,,,3485
,,,,,,,,,,2257
,,,,,,,,,,2782
,,,,,,,,,,3132
,,,,,,,,,,475
,,,,,,,,,,450
,,,,,,,,,,450
,,,,,,,,,,450
,,,,,,,,,,450
,,,,,,,,,,1400
,,,,,,,,,,1480
,,,,,,,,,,459
,,,,,,,,,,540
,,,,,,,,,,2
,,,,,,,,,,1300
,,,,,,,,,,1600
,,,,,,,,,,461
,,,,,,,,,,470
,,,,,,,,,,535
,,,,,,,,,,386
,,,,,,,,,,757
,,,,,,,,,,431
,,,,,,,,,,634
,,,,,,,,,,625
,,,,,,,,,,650
,,,,,,,,,,576
,,,,,,,,,,475
,,,,,,,,,,735
,,,,,,,,,,720
,,,,,,,,,,45
,,,,,,,,,,395
,,,,,,,,,,3868
,,,,,,,,,,469
,,,,,,,,,,475
,,,,,,,,,,619
,,,,,,,,,,456
,,,,,,,,,,2951
,,,,,,,,,,475
,,,,,,,,,,380
,,,,,,,,,,380
,,,,,,,,,,380
,,,,,,,,,,410
,,,,,,,,,,394
,,,,,,,,,,599
,,,,,,,,,,484
,,,,,,,,,,392
,,,,,,,,,,455
,,,,,,,,,,5
,,,,,,,,,,0
,,,,,,,,,,33
,,,,,,,,,,32
,,,,,,,,,,31
,,,,,,,,,,2610
,,,,,,,,,,3230
,,,,,,,,,,3230
,,,,,,,,,,920
,,,,,,,,,,9
,,,,,,,,,,1940
,,,,,,,,,,2595
,,,,,,,,,,849
,,,,,,,,,,791
,,,,,,,,,,522
,,,,,,,,,,470
,,,,,,,,,,417
,,,,,,,,,,348
,,,,,,,,,,0
,,,,,,,,,,1430
,,,,,,,,,,517
,,,,,,,,,,33
,,,,,,,,,,620
,,,,,,,,,,620
,,,,,,,,,,620
,,,,,,,,,,1300
,,,,,,,,,,2550
,,,,,,,,,,2320
,,,,,,,,,,13
,,,,,,,,,,13
,,,,,,,,,,581
,,,,,,,,,,38330
,,,,,,,,,,36025
,,,,,,,,,,33490
,,,,,,,,,,34971
,,,,,,,,,,32
,,,,,,,,,,22
,,,,,,,,,,13
,,,,,,,,,,22
,,,,,,,,,,0
,,,,,,,,,,680
,,,,,,,,,,420
,,,,,,,,,,232
,,,,,,,,,,510
,,,,,,,,,,750
,,,,,,,,,,427
,,,,,,,,,,162
,,,,,,,,,,725
,,,,,,,,,,232
,,,,,,,,,,232
,,,,,,,,,,232
,,,,,,,,,,690
,,,,,,,,,,540
,,,,,,,,,,560
,,,,,,,,,,470
,,,,,,,,,,920
,,,,,,,,,,570
,,,,,,,,,,730
,,,,,,,,,,560
,,,,,,,,,,470
,,,,,,,,,,430
,,,,,,,,,,530
,,,,,,,,,,400
,,,,,,,,,,395
,,,,,,,,,,720
,,,,,,,,,,740
,,,,,,,,,,430
,,,,,,,,,,610
,,,,,,,,,,660
,,,,,,,,,,580
,,,,,,,,,,650
,,,,,,,,,,670
,,,,,,,,,,650
,,,,,,,,,,720
,,,,,,,,,,37
,,,,,,,,,,43
,,,,,,,,,,530
,,,,,,,,,,40
,,,,,,,,,,490
,,,,,,,,,,560
,,,,,,,,,,560
,,,,,,,,,,600
,,,,,,,,,,450
,,,,,,,,,,600
,,,,,,,,,,700
,,,,,,,,,,460
,,,,,,,,,,620
,,,,,,,,,,580
,,,,,,,,,,650
,,,,,,,,,,975
,,,,,,,,,,590
,,,,,,,,,,640
,,,,,,,,,,640
,,,,,,,,,,880
,,,,,,,,,,600
,,,,,,,,,,590
,,,,,,,,,,570
,,,,,,,,,,420
,,,,,,,,,,570
,,,,,,,,,,600
,,,,,,,,,,530
,,,,,,,,,,540
,,,,,,,,,,590
,,,,,,,,,,232
,,,,,,,,,,630
,,,,,,,,,,680
,,,,,,,,,,303
,,,,,,,,,,638
,,,,,,,,,,44
,,,,,,,,,,444
,,,,,,,,,,663
,,,,,,,,,,645
,,,,,,,,,,920
,,,,,,,,,,298
,,,,,,,,,,454
,,,,,,,,,,423
,,,,,,,,,,444
,,,,,,,,,,308
,,,,,,,,,,8
,,,,,,,,,,638
,,,,,,,,,,540
,,,,,,,,,,122
,,,,,,,,,,580
,,,,,,,,,,122
,,,,,,,,,,410
,,,,,,,,,,677
,,,,,,,,,,602
,,,,,,,,,,740
,,,,,,,,,,447
,,,,,,,,,,663
,,,,,,,,,,664
,,,,,,,,,,580
,,,,,,,,,,6
,,,,,,,,,,311
,,,,,,,,,,319
,,,,,,,,,,122
,,,,,,,,,,122
,,,,,,,,,,122
,,,,,,,,,,638
,,,,,,,,,,443
,,,,,,,,,,308
,,,,,,,,,,308
,,,,,,,,,,436
,,,,,,,,,,108
,,,,,,,,,,303
,,,,,,,,,,466
,,,,,,,,,,590
,,,,,,,,,,580
,,,,,,,,,,612
,,,,,,,,,,620
,,,,,,,,,,600
,,,,,,,,,,580
,,,,,,,,,,472
,,,,,,,,,,690
,,,,,,,,,,690
,,,,,,,,,,690
,,,,,,,,,,455
,,,,,,,,,,455
,,,,,,,,,,688
,,,,,,,,,,308
,,,,,,,,,,600
,,,,,,,,,,580
,,,,,,,,,,670
,,,,,,,,,,30
,,,,,,,,,,444
,,,,,,,,,,630
,,,,,,,,,,544
,,,,,,,,,,610
,,,,,,,,,,600
,,,,,,,,,,308
,,,,,,,,,,638
,,,,,,,,,,640
,,,,,,,,,,580
,,,,,,,,,,600
,,,,,,,,,,600
,,,,,,,,,,308
,,,,,,,,,,624
,,,,,,,,,,624
,,,,,,,,,,2
,,,,,,,,,,640
,,,,,,,,,,500
,,,,,,,,,,740
,,,,,,,,,,6
,,,,,,,,,,664
,,,,,,,,,,596
,,,,,,,,,,710
,,,,,,,,,,626
,,,,,,,,,,580
,,,,,,,,,,303
,,,,,,,,,,340
,,,,,,,,,,500
,,,,,,,,,,850
,,,,,,,,,,481
,,,,,,,,,,440
,,,,,,,,,,440
,,,,,,,,,,328
,,,,,,,,,,238
,,,,,,,,,,580
,,,,,,,,,,430
,,,,,,,,,,610
,,,,,,,,,,645
,,,,,,,,,,303
,,,,,,,,,,645
,,,,,,,,,,303
,,,,,,,,,,303
,,,,,,,,,,610
,,,,,,,,,,428
,,,,,,,,,,481
,,,,,,,,,,571
,,,,,,,,,,615
,,,,,,,,,,304
,,,,,,,,,,722
,,,,,,,,,,571
,,,,,,,,,,614
,,,,,,,,,,488
,,,,,,,,,,481
,,,,,,,,,,720
,,,,,,,,,,232
,,,,,,,,,,367
,,,,,,,,,,367
,,,,,,,,,,630
,,,,,,,,,,408
,,,,,,,,,,592
,,,,,,,,,,420
,,,,,,,,,,420
,,,,,,,,,,508
,,,,,,,,,,571
,,,,,,,,,,614
,,,,,,,,,,304
,,,,,,,,,,488
,,,,,,,,,,403
,,,,,,,,,,580
,,,,,,,,,,420
,,,,,,,,,,0
,,,,,,,,,,61
,,,,,,,,,,651
,,,,,,,,,,304
,,,,,,,,,,881
,,,,,,,,,,308
,,,,,,,,,,298
,,,,,,,,,,453
,,,,,,,,,,760
,,,,,,,,,,650
,,,,,,,,,,661
,,,,,,,,,,383
,,,,,,,,,,750
,,,,,,,,,,1090
,,,,,,,,,,0
,,,,,,,,,,328
,,,,,,,,,,436
,,,,,,,,,,685
,,,,,,,,,,650
,,,,,,,,,,801
,,,,,,,,,,1110
,,,,,,,,,,498
,,,,,,,,,,423
,,,,,,,,,,500
,,,,,,,,,,713
,,,,,,,,,,660
,,,,,,,,,,722
,,,,,,,,,,618
,,,,,,,,,,645
,,,,,,,,,,891
,,,,,,,,,,307
,,,,,,,,,,720
,,,,,,,,,,630
,,,,,,,,,,770
,,,,,,,,,,298
,,,,,,,,,,580
,,,,,,,,,,690
,,,,,,,,,,278
,,,,,,,,,,650
,,,,,,,,,,620
,,,,,,,,,,520
,,,,,,,,,,520
,,,,,,,,,,402
,,,,,,,,,,650
,,,,,,,,,,663
,,,,,,,,,,670
,,,,,,,,,,920
,,,,,,,,,,660
,,,,,,,,,,640
,,,,,,,,,,612
,,,,,,,,,,612
,,,,,,,,,,540
,,,,,,,,,,481
,,,,,,,,,,1111
,,,,,,,,,,454
,,,,,,,,,,551
,,,,,,,,,,574
,,,,,,,,,,589
,,,,,,,,,,722
,,,,,,,,,,481
,,,,,,,,,,481
,,,,,,,,,,520
,,,,,,,,,,740
,,,,,,,,,,308
,,,,,,,,,,35
,,,,,,,,,,643
,,,,,,,,,,108
,,,,,,,,,,596
,,,,,,,,,,368
,,,,,,,,,,508
,,,,,,,,,,224
,,,,,,,,,,498
,,,,,,,,,,0
,,,,,,,,,,508
