food_name,serving_size,calories,protein,fat,carbohydrates,sugar,dietary_fiber,saturated_fat,trans_fat,natrium
,,,,,,,,,,4480
,,,,,,,,,,4655
,,,,,,,,,,1692
,,,,,,,,,,2059
,,,,,,,,,,2059
,,,,,,,,,,1070
,,,,,,,,,,3520
,,,,,,,,,,3193
,,,,,,,,,,5601
,,,,,,,,,,1220
,,,,,,,,,,2720
,,,,,,,,,,5900
,,,,,,,,,,1190
,,,,,,,,,,1770
,,,,,,,,,,1980
,,,,,,,,,,1791
,,,,,,,,,,3030
,,,,,,,,,,1750
,,,,,,,,,,1466
,,,,,,,,,,1466
,,,,,,,,,,1466
,,,,,,,,,,251
,,,,,,,,,,2397
,,,,,,,,,,1994
,,,,,,,,,,2469
,,,,,,,,,,2714
,,,,,,,,,,1871
,,,,,,,,,,2396
,,,,,,,,,,4057
,,,,,,,,,,2390
,,,,,,,,,,3130
,,,,,,,,,,251
,,,,,,,,,,2855
,,,,,,,,,,1820
,,,,,,,,,,1350
,,,,,,,,,,2390
,,,,,,,,,,1928
,,,,,,,,,,4100
,,,,,,,,,,2334
,,,,,,,,,,976
,,,,,,,,,,2208
,,,,,,,,,,1113
,,,,,,,,,,3030
,,,,,,,,,,3030
,,,,,,,,,,1171
,,,,,,,,,,2160
,,,,,,,,,,1933
,,,,,,,,,,2280
,,,,,,,,,,4700
,,,,,,,,,,3270
,,,,,,,,,,1889
,,,,,,,,,,8000
,,,,,,,,,,1150
,,,,,,,,,,1874
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,2
,,,,,,,,,,10
,,,,,,,,,,9
,,,,,,,,,,6
,,,,,,,,,,68
,,,,,,,,,,1
,,,,,,,,,,15
,,,,,,,,,,18
,,,,,,,,,,5
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,10
,,,,,,,,,,9
,,,,,,,,,,370
,,,,,,,,,,33
,,,,,,,,,,8
,,,,,,,,,,4
,,,,,,,,,,10
,,,,,,,,,,1
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,5
,,,,,,,,,,9
,,,,,,,,,,2
,,,,,,,,,,10
,,,,,,,,,,0
,,,,,,,,,,5
,,,,,,,,,,6
,,,,,,,,,,2
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,12
,,,,,,,,,,2
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,16
,,,,,,,,,,0
,,,,,,,,,,18
,,,,,,,,,,10
,,,,,,,,,,0
,,,,,,,,,,1
,,,,,,,,,,0
,,,,,,,,,,2
,,,,,,,,,,2
,,,,,,,,,,0
,,,,,,,,,,16
,,,,,,,,,,0
,,,,,,,,,,283
,,,,,,,,,,2
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,5
,,,,,,,,,,0
,,,,,,,,,,2
,,,,,,,,,,0
,,,,,,,,,,12
,,,,,,,,,,1
,,,,,,,,,,10
,,,,,,,,,,22
,,,,,,,,,,1
,,,,,,,,,,1
,,,,,,,,,,1
,,,,,,,,,,1
,,,,,,,,,,0
,,,,,,,,,,1
,,,,,,,,,,3
,,,,,,,,,,0
,,,,,,,,,,1184
,,,,,,,,,,50
,,,,,,,,,,11291
,,,,,,,,,,18
,,,,,,,,,,2901
,,,,,,,,,,18770
,,,,,,,,,,11027
,,,,,,,,,,14400
,,,,,,,,,,18280
,,,,,,,,,,3150
,,,,,,,,,,2820
,,,,,,,,,,282
,,,,,,,,,,13070
,,,,,,,,,,9905
,,,,,,,,,,20456
,,,,,,,,,,5607
,,,,,,,,,,200
,,,,,,,,,,7450
,,,,,,,,,,2530
,,,,,,,,,,6650
,,,,,,,,,,2051
,,,,,,,,,,11502
,,,,,,,,,,9906
,,,,,,,,,,2594
,,,,,,,,,,8001
,,,,,,,,,,21620
,,,,,,,,,,0
,,,,,,,,,,42242
,,,,,,,,,,2594
,,,,,,,,,,33949
,,,,,,,,,,9515
,,,,,,,,,,18280
,,,,,,,,,,12682
,,,,,,,,,,3783
,,,,,,,,,,1462
,,,,,,,,,,5452
,,,,,,,,,,30
,,,,,,,,,,20
,,,,,,,,,,50
,,,,,,,,,,30
,,,,,,,,,,50
,,,,,,,,,,20
,,,,,,,,,,20
,,,,,,,,,,360
,,,,,,,,,,50
,,,,,,,,,,2511
,,,,,,,,,,4168
,,,,,,,,,,7106
,,,,,,,,,,23
,,,,,,,,,,5966
,,,,,,,,,,4173
,,,,,,,,,,2000
,,,,,,,,,,1082
,,,,,,,,,,645
,,,,,,,,,,7000
,,,,,,,,,,26720
,,,,,,,,,,3200
,,,,,,,,,,2450
,,,,,,,,,,3203
,,,,,,,,,,9547
,,,,,,,,,,19444
,,,,,,,,,,3150
,,,,,,,,,,2820
,,,,,,,,,,6204
,,,,,,,,,,50
,,,,,,,,,,30
,,,,,,,,,,17
,,,,,,,,,,15000
,,,,,,,,,,7180
,,,,,,,,,,10
,,,,,,,,,,2056
,,,,,,,,,,13600
,,,,,,,,,,474
,,,,,,,,,,10236
,,,,,,,,,,5549
,,,,,,,,,,0
,,,,,,,,,,453
,,,,,,,,,,100
,,,,,,,,,,1358
,,,,,,,,,,4173
,,,,,,,,,,1872
,,,,,,,,,,2133
,,,,,,,,,,6090
,,,,,,,,,,60
,,,,,,,,,,40
,,,,,,,,,,30
,,,,,,,,,,2
,,,,,,,,,,99
,,,,,,,,,,337
,,,,,,,,,,65
,,,,,,,,,,34440
,,,,,,,,,,0
,,,,,,,,,,930
,,,,,,,,,,581
,,,,,,,,,,581
,,,,,,,,,,482
,,,,,,,,,,600
,,,,,,,,,,820
,,,,,,,,,,630
,,,,,,,,,,760
,,,,,,,,,,720
,,,,,,,,,,590
,,,,,,,,,,520
,,,,,,,,,,987
,,,,,,,,,,610
,,,,,,,,,,610
,,,,,,,,,,510
,,,,,,,,,,380
,,,,,,,,,,920
,,,,,,,,,,800
,,,,,,,,,,725
,,,,,,,,,,467
,,,,,,,,,,1000
,,,,,,,,,,580
,,,,,,,,,,530
,,,,,,,,,,1200
,,,,,,,,,,510
,,,,,,,,,,700
,,,,,,,,,,630
,,,,,,,,,,830
,,,,,,,,,,760
,,,,,,,,,,758
,,,,,,,,,,100
,,,,,,,,,,805
,,,,,,,,,,31
,,,,,,,,,,640
,,,,,,,,,,510
,,,,,,,,,,550
,,,,,,,,,,1029
,,,,,,,,,,903
,,,,,,,,,,894
,,,,,,,,,,480
,,,,,,,,,,830
,,,,,,,,,,550
,,,,,,,,,,1140
,,,,,,,,,,1150
,,,,,,,,,,1040
,,,,,,,,,,1063
,,,,,,,,,,1210
,,,,,,,,,,29
,,,,,,,,,,29
,,,,,,,,,,600
,,,,,,,,,,592
,,,,,,,,,,1000
,,,,,,,,,,925
,,,,,,,,,,980
,,,,,,,,,,980
,,,,,,,,,,1020
,,,,,,,,,,1020
,,,,,,,,,,830
,,,,,,,,,,910
,,,,,,,,,,14404
,,,,,,,,,,15836
,,,,,,,,,,6166
,,,,,,,,,,15200
,,,,,,,,,,769
,,,,,,,,,,6013
,,,,,,,,,,6151
,,,,,,,,,,5452
,,,,,,,,,,150
,,,,,,,,,,80
,,,,,,,,,,80
,,,,,,,,,,750
,,,,,,,,,,986
,,,,,,,,,,417
,,,,,,,,,,10646
,,,,,,,,,,15614
,,,,,,,,,,15380
,,,,,,,,,,14870
,,,,,,,,,,15160
,,,,,,,,,,9906
,,,,,,,,,,1636
,,,,,,,,,,1636
,,,,,,,,,,1609
,,,,,,,,,,16290
,,,,,,,,,,8843
,,,,,,,,,,7
,,,,,,,,,,15166
,,,,,,,,,,14522
,,,,,,,,,,1
,,,,,,,,,,5190
,,,,,,,,,,2696
,,,,,,,,,,100
,,,,,,,,,,100
,,,,,,,,,,8990
,,,,,,,,,,8990
,,,,,,,,,,100
,,,,,,,,,,2282
,,,,,,,,,,701
,,,,,,,,,,757
,,,,,,,,,,13940
,,,,,,,,,,1508
,,,,,,,,,,0
,,,,,,,,,,38
,,,,,,,,,,0
,,,,,,,,,,1157
,,,,,,,,,,5119
,,,,,,,,,,4467
,,,,,,,,,,2863
,,,,,,,,,,3813
,,,,,,,,,,548
,,,,,,,,,,6828
,,,,,,,,,,16250
,,,,,,,,,,521
,,,,,,,,,,106
,,,,,,,,,,106
,,,,,,,,,,1911
,,,,,,,,,,1075
,,,,,,,,,,2527
,,,,,,,,,,13212
,,,,,,,,,,12041
,,,,,,,,,,6138
,,,,,,,,,,0
,,,,,,,,,,7338
,,,,,,,,,,370
,,,,,,,,,,6160
,,,,,,,,,,1100
,,,,,,,,,,2040
,,,,,,,,,,1320
,,,,,,,,,,1160
,,,,,,,,,,430
,,,,,,,,,,1240
,,,,,,,,,,370
,,,,,,,,,,810
,,,,,,,,,,1530
,,,,,,,,,,1530
,,,,,,,,,,832
,,,,,,,,,,1320
,,,,,,,,,,880
,,,,,,,,,,1080
,,,,,,,,,,550
,,,,,,,,,,455
,,,,,,,,,,1000
,,,,,,,,,,1233
,,,,,,,,,,790
,,,,,,,,,,440
,,,,,,,,,,381
,,,,,,,,,,485
,,,,,,,,,,725
,,,,,,,,,,1160
,,,,,,,,,,45
,,,,,,,,,,500
,,,,,,,,,,1300
,,,,,,,,,,790
,,,,,,,,,,1162
,,,,,,,,,,489
,,,,,,,,,,571
,,,,,,,,,,926
,,,,,,,,,,661
,,,,,,,,,,720
,,,,,,,,,,731
,,,,,,,,,,598
,,,,,,,,,,990
,,,,,,,,,,1817
,,,,,,,,,,1610
,,,,,,,,,,1200
,,,,,,,,,,1160
,,,,,,,,,,40
,,,,,,,,,,320
,,,,,,,,,,1110
,,,,,,,,,,890
,,,,,,,,,,840
,,,,,,,,,,841
,,,,,,,,,,880
,,,,,,,,,,850
,,,,,,,,,,700
,,,,,,,,,,440
,,,,,,,,,,1125
,,,,,,,,,,1094
,,,,,,,,,,1060
,,,,,,,,,,520
,,,,,,,,,,670
,,,,,,,,,,1030
,,,,,,,,,,545
,,,,,,,,,,530
,,,,,,,,,,530
,,,,,,,,,,530
,,,,,,,,,,690
,,,,,,,,,,1200
,,,,,,,,,,420
,,,,,,,,,,870
,,,,,,,,,,420
,,,,,,,,,,1020
,,,,,,,,,,1020
,,,,,,,,,,750
,,,,,,,,,,1300
,,,,,,,,,,422
,,,,,,,,,,79
,,,,,,,,,,1420
,,,,,,,,,,420
,,,,,,,,,,496
,,,,,,,,,,0
,,,,,,,,,,840
,,,,,,,,,,280
,,,,,,,,,,1200
,,,,,,,,,,700
,,,,,,,,,,1000
,,,,,,,,,,900
,,,,,,,,,,1020
,,,,,,,,,,620
,,,,,,,,,,1200
,,,,,,,,,,420
,,,,,,,,,,11
,,,,,,,,,,1610
,,,,,,,,,,900
,,,,,,,,,,720
,,,,,,,,,,640
,,,,,,,,,,400
,,,,,,,,,,1062
,,,,,,,,,,1200
,,,,,,,,,,631
,,,,,,,,,,485
,,,,,,,,,,533
,,,,,,,,,,1409
,,,,,,,,,,780
,,,,,,,,,,544
,,,,,,,,,,1170
,,,,,,,,,,551
,,,,,,,,,,750
,,,,,,,,,,50
,,,,,,,,,,905
,,,,,,,,,,630
,,,,,,,,,,1383
,,,,,,,,,,136
,,,,,,,,,,1600
,,,,,,,,,,980
,,,,,,,,,,475
,,,,,,,,,,500
,,,,,,,,,,750
,,,,,,,,,,832
,,,,,,,,,,1315
,,,,,,,,,,750
,,,,,,,,,,850
,,,,,,,,,,1300
,,,,,,,,,,805
,,,,,,,,,,436
,,,,,,,,,,1084
,,,,,,,,,,232
,,,,,,,,,,865
,,,,,,,,,,644
,,,,,,,,,,647
,,,,,,,,,,450
,,,,,,,,,,950
,,,,,,,,,,1070
,,,,,,,,,,79
,,,,,,,,,,1110
,,,,,,,,,,1400
,,,,,,,,,,1060
,,,,,,,,,,400
,,,,,,,,,,851
,,,,,,,,,,789
,,,,,,,,,,343
,,,,,,,,,,510
,,,,,,,,,,495
,,,,,,,,,,585
,,,,,,,,,,1070
,,,,,,,,,,470
,,,,,,,,,,970
,,,,,,,,,,840
,,,,,,,,,,1050
,,,,,,,,,,680
,,,,,,,,,,1860
,,,,,,,,,,1330
,,,,,,,,,,533
,,,,,,,,,,477
,,,,,,,,,,469
,,,,,,,,,,1530
,,,,,,,,,,341
,,,,,,,,,,400
,,,,,,,,,,1820
,,,,,,,,,,759
,,,,,,,,,,507
,,,,,,,,,,1423
,,,,,,,,,,940
,,,,,,,,,,520
,,,,,,,,,,2110
,,,,,,,,,,2100
,,,,,,,,,,1890
,,,,,,,,,,1688
,,,,,,,,,,350
,,,,,,,,,,353
,,,,,,,,,,801
,,,,,,,,,,1860
,,,,,,,,,,1560
,,,,,,,,,,1507
,,,,,,,,,,600
,,,,,,,,,,650
,,,,,,,,,,590
,,,,,,,,,,850
,,,,,,,,,,550
,,,,,,,,,,1767
,,,,,,,,,,1062
,,,,,,,,,,4608
,,,,,,,,,,1007
,,,,,,,,,,1351
,,,,,,,,,,580
,,,,,,,,,,340
,,,,,,,,,,348
,,,,,,,,,,166
,,,,,,,,,,2180
,,,,,,,,,,1160
,,,,,,,,,,2400
,,,,,,,,,,2280
,,,,,,,,,,2360
,,,,,,,,,,1640
,,,,,,,,,,2370
,,,,,,,,,,3100
,,,,,,,,,,534
,,,,,,,,,,800
,,,,,,,,,,330
,,,,,,,,,,261
,,,,,,,,,,310
,,,,,,,,,,285
,,,,,,,,,,350
,,,,,,,,,,5447
,,,,,,,,,,3833
,,,,,,,,,,855
,,,,,,,,,,1240
,,,,,,,,,,2200
,,,,,,,,,,670
,,,,,,,,,,510
,,,,,,,,,,670
,,,,,,,,,,525
,,,,,,,,,,370
,,,,,,,,,,630
,,,,,,,,,,530
,,,,,,,,,,570
,,,,,,,,,,1165
,,,,,,,,,,1920
,,,,,,,,,,1480
,,,,,,,,,,1440
,,,,,,,,,,1320
,,,,,,,,,,570
,,,,,,,,,,620
,,,,,,,,,,220
,,,,,,,,,,681
,,,,,,,,,,770
,,,,,,,,,,876
,,,,,,,,,,590
,,,,,,,,,,5935
,,,,,,,,,,3700
,,,,,,,,,,410
,,,,,,,,,,290
,,,,,,,,,,0
,,,,,,,,,,650
,,,,,,,,,,1856
,,,,,,,,,,2056
,,,,,,,,,,1620
,,,,,,,,,,1240
,,,,,,,,,,1411
,,,,,,,,,,590
,,,,,,,,,,580
,,,,,,,,,,1568
,,,,,,,,,,2377
,,,,,,,,,,2615
,,,,,,,,,,200
,,,,,,,,,,905
,,,,,,,,,,790
,,,,,,,,,,2240
,,,,,,,,,,2350
,,,,,,,,,,4100
,,,,,,,,,,1950
,,,,,,,,,,1230
,,,,,,,,,,2280
,,,,,,,,,,1370
,,,,,,,,,,2130
,,,,,,,,,,2650
,,,,,,,,,,2220
,,,,,,,,,,2350
,,,,,,,,,,1790
,,,,,,,,,,900
,,,,,,,,,,2
,,,,,,,,,,400
,,,,,,,,,,1010
,,,,,,,,,,2213
,,,,,,,,,,1122
,,,,,,,,,,1122
,,,,,,,,,,620
,,,,,,,,,,1910
,,,,,,,,,,3570
,,,,,,,,,,1850
,,,,,,,,,,375
,,,,,,,,,,1160
,,,,,,,,,,1430
,,,,,,,,,,660
,,,,,,,,,,2100
,,,,,,,,,,1763
,,,,,,,,,,660
,,,,,,,,,,630
,,,,,,,,,,2120
,,,,,,,,,,2000
,,,,,,,,,,1040
,,,,,,,,,,473
,,,,,,,,,,1671
,,,,,,,,,,1964
,,,,,,,,,,2591
,,,,,,,,,,1
,,,,,,,,,,3
,,,,,,,,,,690
,,,,,,,,,,1363
,,,,,,,,,,1800
,,,,,,,,,,3600
,,,,,,,,,,650
,,,,,,,,,,691
,,,,,,,,,,873
,,,,,,,,,,894
,,,,,,,,,,719
,,,,,,,,,,4320
,,,,,,,,,,2470
,,,,,,,,,,360
,,,,,,,,,,20
,,,,,,,,,,1930
,,,,,,,,,,720
,,,,,,,,,,790
,,,,,,,,,,525
,,,,,,,,,,450
,,,,,,,,,,700
,,,,,,,,,,690
,,,,,,,,,,218
,,,,,,,,,,200
,,,,,,,,,,5296
,,,,,,,,,,3491
,,,,,,,,,,326
,,,,,,,,,,3038
,,,,,,,,,,2833
,,,,,,,,,,173
,,,,,,,,,,440
,,,,,,,,,,1433
,,,,,,,,,,1620
,,,,,,,,,,2
,,,,,,,,,,2
,,,,,,,,,,397
,,,,,,,,,,1140
,,,,,,,,,,1113
,,,,,,,,,,2438
,,,,,,,,,,4300
,,,,,,,,,,1167
,,,,,,,,,,412
,,,,,,,,,,333
,,,,,,,,,,563
,,,,,,,,,,500
,,,,,,,,,,568
,,,,,,,,,,632
,,,,,,,,,,574
,,,,,,,,,,2414
,,,,,,,,,,1300
,,,,,,,,,,1257
,,,,,,,,,,560
,,,,,,,,,,1333
,,,,,,,,,,1292
,,,,,,,,,,611
,,,,,,,,,,5251
,,,,,,,,,,539
,,,,,,,,,,3938
,,,,,,,,,,2575
,,,,,,,,,,1150
,,,,,,,,,,2420
,,,,,,,,,,610
,,,,,,,,,,1980
,,,,,,,,,,590
,,,,,,,,,,510
,,,,,,,,,,1820
,,,,,,,,,,667
,,,,,,,,,,2200
,,,,,,,,,,3399
,,,,,,,,,,1331
,,,,,,,,,,1720
,,,,,,,,,,241
,,,,,,,,,,482
,,,,,,,,,,540
,,,,,,,,,,465
,,,,,,,,,,422
,,,,,,,,,,82
,,,,,,,,,,871
,,,,,,,,,,760
,,,,,,,,,,746
,,,,,,,,,,1249
,,,,,,,,,,585
,,,,,,,,,,620
,,,,,,,,,,620
,,,,,,,,,,1790
,,,,,,,,,,2660
,,,,,,,,,,3333
,,,,,,,,,,3111
,,,,,,,,,,1256
,,,,,,,,,,600
,,,,,,,,,,566
,,,,,,,,,,640
,,,,,,,,,,0
,,,,,,,,,,1713
,,,,,,,,,,65
,,,,,,,,,,900
,,,,,,,,,,610
,,,,,,,,,,910
,,,,,,,,,,4660
,,,,,,,,,,4560
,,,,,,,,,,970
,,,,,,,,,,1298
,,,,,,,,,,743
,,,,,,,,,,490
,,,,,,,,,,989
,,,,,,,,,,420
,,,,,,,,,,400
,,,,,,,,,,690
,,,,,,,,,,632
,,,,,,,,,,840
,,,,,,,,,,664
,,,,,,,,,,463
,,,,,,,,,,373
,,,,,,,,,,455
,,,,,,,,,,241
,,,,,,,,,,243
,,,,,,,,,,245
,,,,,,,,,,245
,,,,,,,,,,705
,,,,,,,,,,486
,,,,,,,,,,650
,,,,,,,,,,250
,,,,,,,,,,1297
,,,,,,,,,,600
,,,,,,,,,,1880
,,,,,,,,,,1670
,,,,,,,,,,2380
,,,,,,,,,,1550
,,,,,,,,,,520
,,,,,,,,,,770
,,,,,,,,,,325
,,,,,,,,,,9
,,,,,,,,,,5895
,,,,,,,,,,2540
,,,,,,,,,,1373
,,,,,,,,,,1988
,,,,,,,,,,8810
,,,,,,,,,,3213
,,,,,,,,,,379
,,,,,,,,,,4249
,,,,,,,,,,300
,,,,,,,,,,360
,,,,,,,,,,3340
,,,,,,,,,,2100
,,,,,,,,,,571
,,,,,,,,,,275
,,,,,,,,,,535
,,,,,,,,,,948
,,,,,,,,,,238
,,,,,,,,,,1180
,,,,,,,,,,7370
,,,,,,,,,,0
,,,,,,,,,,2180
,,,,,,,,,,5590
,,,,,,,,,,650
,,,,,,,,,,3127
,,,,,,,,,,2009
,,,,,,,,,,362
,,,,,,,,,,730
,,,,,,,,,,650
,,,,,,,,,,1680
,,,,,,,,,,300
,,,,,,,,,,238
,,,,,,,,,,996
,,,,,,,,,,302
,,,,,,,,,,685
,,,,,,,,,,106
,,,,,,,,,,897
,,,,,,,,,,1577
,,,,,,,,,,2303
,,,,,,,,,,651
,,,,,,,,,,3477
,,,,,,,,,,1466
,,,,,,,,,,0
,,,,,,,,,,2830
,,,,,,,,,,1536
,,,,,,,,,,769
,,,,,,,,,,350
,,,,,,,,,,8690
,,,,,,,,,,1814
,,,,,,,,,,2585
,,,,,,,,,,3751
,,,,,,,,,,305
,,,,,,,,,,2466
,,,,,,,,,,340
,,,,,,,,,,29
,,,,,,,,,,1323
,,,,,,,,,,1523
,,,,,,,,,,475
,,,,,,,,,,1971
,,,,,,,,,,750
,,,,,,,,,,23
,,,,,,,,,,1750
,,,,,,,,,,2527
,,,,,,,,,,3729
,,,,,,,,,,422
,,,,,,,,,,409
,,,,,,,,,,439
,,,,,,,,,,107
,,,,,,,,,,1377
,,,,,,,,,,2080
,,,,,,,,,,0
,,,,,,,,,,637
,,,,,,,,,,1670
,,,,,,,,,,467
,,,,,,,,,,3935
,,,,,,,,,,5900
,,,,,,,,,,1650
,,,,,,,,,,1219
,,,,,,,,,,259
,,,,,,,,,,1670
,,,,,,,,,,1073
,,,,,,,,,,850
,,,,,,,,,,2
,,,,,,,,,,2
,,,,,,,,,,734
,,,,,,,,,,70
,,,,,,,,,,1064
,,,,,,,,,,1889
,,,,,,,,,,820
,,,,,,,,,,904
,,,,,,,,,,427
,,,,,,,,,,110
,,,,,,,,,,880
,,,,,,,,,,566
,,,,,,,,,,180
,,,,,,,,,,633
,,,,,,,,,,258
,,,,,,,,,,9
,,,,,,,,,,1097
,,,,,,,,,,547
,,,,,,,,,,2570
,,,,,,,,,,629
,,,,,,,,,,3470
,,,,,,,,,,2150
,,,,,,,,,,3606
,,,,,,,,,,3207
,,,,,,,,,,2830
,,,,,,,,,,930
,,,,,,,,,,985
,,,,,,,,,,2300
,,,,,,,,,,20
,,,,,,,,,,610
,,,,,,,,,,693
,,,,,,,,,,1520
,,,,,,,,,,24
,,,,,,,,,,769
,,,,,,,,,,1969
,,,,,,,,,,332
,,,,,,,,,,104
,,,,,,,,,,1220
,,,,,,,,,,730
,,,,,,,,,,873
,,,,,,,,,,493
,,,,,,,,,,389
,,,,,,,,,,267
,,,,,,,,,,911
,,,,,,,,,,1864
,,,,,,,,,,2780
,,,,,,,,,,345
,,,,,,,,,,2940
,,,,,,,,,,5
,,,,,,,,,,5
,,,,,,,,,,46
,,,,,,,,,,20
,,,,,,,,,,409
,,,,,,,,,,2117
,,,,,,,,,,2505
,,,,,,,,,,891
,,,,,,,,,,932
,,,,,,,,,,1230
,,,,,,,,,,1200
,,,,,,,,,,800
,,,,,,,,,,800
,,,,,,,,,,105
,,,,,,,,,,0
,,,,,,,,,,957
,,,,,,,,,,444
,,,,,,,,,,507
,,,,,,,,,,970
,,,,,,,,,,460
,,,,,,,,,,650
,,,,,,,,,,900
,,,,,,,,,,3770
,,,,,,,,,,1099
,,,,,,,,,,1266
,,,,,,,,,,900
,,,,,,,,,,15
,,,,,,,,,,1800
,,,,,,,,,,0
,,,,,,,,,,616
,,,,,,,,,,83
,,,,,,,,,,83
,,,,,,,,,,2556
,,,,,,,,,,1760
,,,,,,,,,,2770
,,,,,,,,,,515
,,,,,,,,,,701
,,,,,,,,,,10226
,,,,,,,,,,1269
,,,,,,,,,,320
,,,,,,,,,,362
,,,,,,,,,,1232
,,,,,,,,,,771
,,,,,,,,,,1520
,,,,,,,,,,1595
,,,,,,,,,,2010
,,,,,,,,,,811
,,,,,,,,,,1600
,,,,,,,,,,2055
,,,,,,,,,,1761
,,,,,,,,,,1650
,,,,,,,,,,6730
,,,,,,,,,,5983
,,,,,,,,,,810
,,,,,,,,,,2600
,,,,,,,,,,3735
,,,,,,,,,,1803
,,,,,,,,,,460
,,,,,,,,,,510
,,,,,,,,,,1679
,,,,,,,,,,1000
,,,,,,,,,,619
,,,,,,,,,,994
,,,,,,,,,,40
,,,,,,,,,,577
,,,,,,,,,,1350
,,,,,,,,,,2050
,,,,,,,,,,523
,,,,,,,,,,26
,,,,,,,,,,226
,,,,,,,,,,226
,,,,,,,,,,9
,,,,,,,,,,475
,,,,,,,,,,1800
,,,,,,,,,,305
,,,,,,,,,,2830
,,,,,,,,,,930
,,,,,,,,,,4513
,,,,,,,,,,4513
,,,,,,,,,,4234
,,,,,,,,,,1466
,,,,,,,,,,641
,,,,,,,,,,917
,,,,,,,,,,1171
,,,,,,,,,,899
,,,,,,,,,,11
,,,,,,,,,,1337
,,,,,,,,,,3518
,,,,,,,,,,3789
,,,,,,,,,,3954
,,,,,,,,,,300
,,,,,,,,,,1949
,,,,,,,,,,945
,,,,,,,,,,945
,,,,,,,,,,5660
,,,,,,,,,,3131
,,,,,,,,,,648
,,,,,,,,,,1800
,,,,,,,,,,1913
,,,,,,,,,,764
,,,,,,,,,,664
,,,,,,,,,,150
,,,,,,,,,,0
,,,,,,,,,,174
,,,,,,,,,,140
,,,,,,,,,,40
,,,,,,,,,,4560
,,,,,,,,,,187
,,,,,,,,,,910
,,,,,,,,,,1949
,,,,,,,,,,0
,,,,,,,,,,0
,,,,,,,,,,5797
,,,,,,,,,,623
,,,,,,,,,,790
,,,,,,,,,,488
,,,,,,,,,,3417
,,,,,,,,,,1430
,,,,,,,,,,1238
,,,,,,,,,,3866
,,,,,,,,,,1700
,,,,,,,,,,1420
,,,,,,,,,,1930
,,,,,,,,,,1030
,,,,,,,,,,500
,,,,,,,,,,943
,,,,,,,,,,89
,,,,,,,,,,557
,,,,,,,,,,667
,,,,,,,,,,2
,,,,,,,,,,150
,,,,,,,,,,382
,,,,,,,,,,700
,,,,,,,,,,555
,,,,,,,,,,2400
,,,,,,,,,,1460
,,,,,,,,,,382
,,,,,,,,,,939
,,,,,,,,,,2400
,,,,,,,,,,120
,,,,,,,,,,741
,,,,,,,,,,933
,,,,,,,,,,328
,,,,,,,,,,1280
,,,,,,,,,,766
,,,,,,,,,,247
,,,,,,,,,,1
,,,,,,,,,,515
,,,,,,,,,,403
,,,,,,,,,,4200
,,,,,,,,,,4200
,,,,,,,,,,1586
,,,,,,,,,,591
,,,,,,,,,,65
,,,,,,,,,,1033
,,,,,,,,,,10
,,,,,,,,,,20
,,,,,,,,,,12
,,,,,,,,,,670
,,,,,,,,,,570
,,,,,,,,,,504
,,,,,,,,,,4840
,,,,,,,,,,2220
,,,,,,,,,,1080
,,,,,,,,,,310
,,,,,,,,,,540
,,,,,,,,,,540
,,,,,,,,,,384
,,,,,,,,,,624
,,,,,,,,,,7750
,,,,,,,,,,1070
,,,,,,,,,,428
,,,,,,,,,,6132
,,,,,,,,,,2284
,,,,,,,,,,13
,,,,,,,,,,1340
,,,,,,,,,,720
,,,,,,,,,,825
,,,,,,,,,,27
,,,,,,,,,,1690
,,,,,,,,,,37
,,,,,,,,,,2012
,,,,,,,,,,82
,,,,,,,,,,800
,,,,,,,,,,800
,,,,,,,,,,0
,,,,,,,,,,1023
,,,,,,,,,,2840
,,,,,,,,,,1760
,,,,,,,,,,151
,,,,,,,,,,524
,,,,,,,,,,524
,,,,,,,,,,530
,,,,,,,,,,601
,,,,,,,,,,268
,,,,,,,,,,650
,,,,,,,,,,382
,,,,,,,,,,237
,,,,,,,,,,613
,,,,,,,,,,40
,,,,,,,,,,791
,,,,,,,,,,714
,,,,,,,,,,1280
,,,,,,,,,,1300
,,,,,,,,,,1780
,,,,,,,,,,418
,,,,,,,,,,940
,,,,,,,,,,20
,,,,,,,,,,520
,,,,,,,,,,520
,,,,,,,,,,20
,,,,,,,,,,20
,,,,,,,,,,2085
,,,,,,,,,,1089
,,,,,,,,,,684
,,,,,,,,,,1210
,,,,,,,,,,4200
,,,,,,,,,,362
,,,,,,,,,,3100
,,,,,,,,,,61
,,,,,,,,,,1358
,,,,,,,,,,205
,,,,,,,,,,223
,,,,,,,,,,633
,,,,,,,,,,572
,,,,,,,,,,552
,,,,,,,,,,606
,,,,,,,,,,600
,,,,,,,,,,575
,,,,,,,,,,136
,,,,,,,,,,820
,,,,,,,,,,2700
,,,,,,,,,,83
